Old_Lung_dox-treated_5253
ENSMUSG00000100136	0
ENSMUSG00000100137	0
ENSMUSG00000100138	0
ENSMUSG00000100140	0
ENSMUSG00000100141	0
ENSMUSG00000100142	0
ENSMUSG00000100144	0
ENSMUSG00000100145	0
ENSMUSG00000100146	0
ENSMUSG00000100147	13
ENSMUSG00000100148	0
ENSMUSG00000100149	0
ENSMUSG00000100150	21
ENSMUSG00000100151	4
ENSMUSG00000100152	0
ENSMUSG00000100153	96
ENSMUSG00000100154	0
ENSMUSG00000100155	0
ENSMUSG00000100156	0
ENSMUSG00000100157	3
ENSMUSG00000100158	0
ENSMUSG00000100159	0
ENSMUSG00000100160	4
ENSMUSG00000100161	0
ENSMUSG00000100162	0
ENSMUSG00000100164	168
ENSMUSG00000100165	0
ENSMUSG00000100166	0
ENSMUSG00000100167	0
ENSMUSG00000100168	0
ENSMUSG00000100169	0
ENSMUSG00000100170	1
ENSMUSG00000100171	0
ENSMUSG00000100172	0
ENSMUSG00000100174	16
ENSMUSG00000100175	0
ENSMUSG00000100176	0
ENSMUSG00000100177	0
ENSMUSG00000100178	0
ENSMUSG00000100179	0
ENSMUSG00000100180	0
ENSMUSG00000100182	3
ENSMUSG00000100183	5
ENSMUSG00000100184	0
ENSMUSG00000100185	0
ENSMUSG00000100186	0
ENSMUSG00000100187	0
ENSMUSG00000100188	2
ENSMUSG00000100189	3
ENSMUSG00000100190	0
ENSMUSG00000100191	0
ENSMUSG00000100192	0
ENSMUSG00000100193	0
ENSMUSG00000100194	0
ENSMUSG00000100195	0
ENSMUSG00000100196	0
ENSMUSG00000100197	0
ENSMUSG00000100198	0
ENSMUSG00000100199	51
ENSMUSG00000100200	0
ENSMUSG00000100201	8
ENSMUSG00000100202	0
ENSMUSG00000100203	0
ENSMUSG00000100204	75
ENSMUSG00000100205	0
ENSMUSG00000100206	0
ENSMUSG00000100207	0
ENSMUSG00000100209	0
ENSMUSG00000100210	0
ENSMUSG00000100211	3
ENSMUSG00000100212	0
ENSMUSG00000100213	53
ENSMUSG00000100215	0
ENSMUSG00000100216	0
ENSMUSG00000100217	0
ENSMUSG00000100218	0
ENSMUSG00000100219	0
ENSMUSG00000100220	0
ENSMUSG00000100221	0
ENSMUSG00000100222	550
ENSMUSG00000100223	0
ENSMUSG00000100225	0
ENSMUSG00000100226	0
ENSMUSG00000100227	0
ENSMUSG00000100228	0
ENSMUSG00000100229	0
ENSMUSG00000100230	0
ENSMUSG00000100231	0
ENSMUSG00000100232	0
ENSMUSG00000100233	0
ENSMUSG00000100234	0
ENSMUSG00000100235	2
ENSMUSG00000100236	1
ENSMUSG00000100237	1
ENSMUSG00000100238	0
ENSMUSG00000100239	0
ENSMUSG00000100240	0
ENSMUSG00000100241	0
ENSMUSG00000100242	0
ENSMUSG00000100243	0
ENSMUSG00000100244	0
ENSMUSG00000100245	0
ENSMUSG00000100246	0
ENSMUSG00000100247	5
ENSMUSG00000100248	0
ENSMUSG00000100249	0
ENSMUSG00000100250	0
ENSMUSG00000100251	0
ENSMUSG00000100252	0
ENSMUSG00000100253	37
ENSMUSG00000100254	0
ENSMUSG00000100255	0
ENSMUSG00000100256	0
ENSMUSG00000100257	1
ENSMUSG00000100258	0
ENSMUSG00000100260	0
ENSMUSG00000100261	97
ENSMUSG00000100262	0
ENSMUSG00000100263	0
ENSMUSG00000100264	0
ENSMUSG00000100265	0
ENSMUSG00000100266	0
ENSMUSG00000100267	0
ENSMUSG00000100268	0
ENSMUSG00000100269	0
ENSMUSG00000100270	0
ENSMUSG00000100271	0
ENSMUSG00000100272	0
ENSMUSG00000100273	0
ENSMUSG00000100274	1
ENSMUSG00000100275	0
ENSMUSG00000100276	0
ENSMUSG00000100277	3
ENSMUSG00000100278	0
ENSMUSG00000100279	0
ENSMUSG00000100280	25
ENSMUSG00000100281	45
ENSMUSG00000100282	0
ENSMUSG00000100283	0
ENSMUSG00000100284	0
ENSMUSG00000100285	0
ENSMUSG00000100286	0
ENSMUSG00000100287	0
ENSMUSG00000100288	0
ENSMUSG00000100289	0
ENSMUSG00000100290	0
ENSMUSG00000100291	3
ENSMUSG00000100292	0
ENSMUSG00000100294	0
ENSMUSG00000100295	0
ENSMUSG00000100296	0
ENSMUSG00000100297	0
ENSMUSG00000100298	0
ENSMUSG00000100299	0
ENSMUSG00000100300	0
ENSMUSG00000100301	7
ENSMUSG00000100302	0
ENSMUSG00000100303	1
ENSMUSG00000100304	0
ENSMUSG00000100305	0
ENSMUSG00000100306	0
ENSMUSG00000100307	0
ENSMUSG00000100308	0
ENSMUSG00000100309	0
ENSMUSG00000100310	0
ENSMUSG00000100311	0
ENSMUSG00000100312	0
ENSMUSG00000100313	1
ENSMUSG00000100314	0
ENSMUSG00000100315	0
ENSMUSG00000100316	0
ENSMUSG00000100317	0
ENSMUSG00000100318	0
ENSMUSG00000100319	21
ENSMUSG00000100320	0
ENSMUSG00000100321	0
ENSMUSG00000100322	0
ENSMUSG00000100324	0
ENSMUSG00000100325	0
ENSMUSG00000100326	0
ENSMUSG00000100328	0
ENSMUSG00000100329	0
ENSMUSG00000100330	0
ENSMUSG00000100331	0
ENSMUSG00000100332	0
ENSMUSG00000100333	0
ENSMUSG00000100334	0
ENSMUSG00000100335	0
ENSMUSG00000100336	0
ENSMUSG00000100337	2
ENSMUSG00000100338	0
ENSMUSG00000100339	0
ENSMUSG00000100340	0
ENSMUSG00000100341	0
ENSMUSG00000100343	0
ENSMUSG00000100344	0
ENSMUSG00000100345	0
ENSMUSG00000100346	0
ENSMUSG00000100347	30
ENSMUSG00000100349	4
ENSMUSG00000100350	0
ENSMUSG00000100351	1
ENSMUSG00000100352	0
ENSMUSG00000100353	0
ENSMUSG00000100354	0
ENSMUSG00000100355	0
ENSMUSG00000100356	0
ENSMUSG00000100357	0
ENSMUSG00000100358	0
ENSMUSG00000100359	0
ENSMUSG00000100360	0
ENSMUSG00000100361	0
ENSMUSG00000100362	9
ENSMUSG00000100363	0
ENSMUSG00000100364	0
ENSMUSG00000100365	0
ENSMUSG00000100366	0
ENSMUSG00000100367	3
ENSMUSG00000100368	0
ENSMUSG00000100369	0
ENSMUSG00000100371	2
ENSMUSG00000100372	0
ENSMUSG00000100373	0
ENSMUSG00000100374	0
ENSMUSG00000100375	0
ENSMUSG00000100376	0
ENSMUSG00000100377	0
ENSMUSG00000100378	1
ENSMUSG00000100379	0
ENSMUSG00000100380	0
ENSMUSG00000100381	0
ENSMUSG00000100382	0
ENSMUSG00000100383	2
ENSMUSG00000100384	0
ENSMUSG00000100385	0
ENSMUSG00000100386	0
ENSMUSG00000100387	1
ENSMUSG00000100388	0
ENSMUSG00000100389	10
ENSMUSG00000100390	0
ENSMUSG00000100391	0
ENSMUSG00000100392	5
ENSMUSG00000100393	0
ENSMUSG00000100394	1
ENSMUSG00000100395	0
ENSMUSG00000100396	13
ENSMUSG00000100397	134
ENSMUSG00000100398	3
ENSMUSG00000100399	0
ENSMUSG00000100400	0
ENSMUSG00000100401	0
ENSMUSG00000100402	0
ENSMUSG00000100403	0
ENSMUSG00000100404	0
ENSMUSG00000100405	0
ENSMUSG00000100406	0
ENSMUSG00000100407	0
ENSMUSG00000100408	0
ENSMUSG00000100410	0
ENSMUSG00000100411	0
ENSMUSG00000100412	0
ENSMUSG00000100413	0
ENSMUSG00000100415	0
ENSMUSG00000100416	0
ENSMUSG00000100417	0
ENSMUSG00000100418	0
ENSMUSG00000100420	0
ENSMUSG00000100421	0
ENSMUSG00000100422	0
ENSMUSG00000100423	0
ENSMUSG00000100424	0
ENSMUSG00000100425	0
ENSMUSG00000100426	3
ENSMUSG00000100428	0
ENSMUSG00000100429	5
ENSMUSG00000100430	0
ENSMUSG00000100431	0
ENSMUSG00000100432	2
ENSMUSG00000100433	0
ENSMUSG00000100434	0
ENSMUSG00000100436	0
ENSMUSG00000100437	0
ENSMUSG00000100438	0
ENSMUSG00000100439	0
ENSMUSG00000100440	0
ENSMUSG00000100441	7
ENSMUSG00000100442	0
ENSMUSG00000100443	0
ENSMUSG00000100444	127
ENSMUSG00000100445	0
ENSMUSG00000100446	0
ENSMUSG00000100447	0
ENSMUSG00000100448	0
ENSMUSG00000100449	0
ENSMUSG00000100450	0
ENSMUSG00000100451	0
ENSMUSG00000100452	0
ENSMUSG00000100453	0
ENSMUSG00000100454	1
ENSMUSG00000100455	23
ENSMUSG00000100456	0
ENSMUSG00000100457	0
ENSMUSG00000100458	0
ENSMUSG00000100459	0
ENSMUSG00000100460	0
ENSMUSG00000100461	0
ENSMUSG00000100462	0
ENSMUSG00000100463	0
ENSMUSG00000100464	0
ENSMUSG00000100465	1
ENSMUSG00000100466	0
ENSMUSG00000100467	0
ENSMUSG00000100468	0
ENSMUSG00000100469	0
ENSMUSG00000100470	0
ENSMUSG00000100471	0
ENSMUSG00000100472	0
ENSMUSG00000100473	0
ENSMUSG00000100474	0
ENSMUSG00000100475	0
ENSMUSG00000100476	0
ENSMUSG00000100477	0
ENSMUSG00000100478	0
ENSMUSG00000100479	0
ENSMUSG00000100480	3
ENSMUSG00000100481	20
ENSMUSG00000100483	0
ENSMUSG00000100484	0
ENSMUSG00000100485	0
ENSMUSG00000100486	0
ENSMUSG00000100487	0
ENSMUSG00000100488	0
ENSMUSG00000100489	0
ENSMUSG00000100490	3
ENSMUSG00000100491	0
ENSMUSG00000100492	0
ENSMUSG00000100494	0
ENSMUSG00000100495	0
ENSMUSG00000100496	0
ENSMUSG00000100497	0
ENSMUSG00000100499	0
ENSMUSG00000100500	0
ENSMUSG00000100501	0
ENSMUSG00000100502	2
ENSMUSG00000100503	0
ENSMUSG00000100504	0
ENSMUSG00000100505	1
ENSMUSG00000100506	0
ENSMUSG00000100507	0
ENSMUSG00000100508	0
ENSMUSG00000100509	0
ENSMUSG00000100510	14
ENSMUSG00000100511	0
ENSMUSG00000100512	5
ENSMUSG00000100513	0
ENSMUSG00000100514	1
ENSMUSG00000100515	0
ENSMUSG00000100516	0
ENSMUSG00000100517	0
ENSMUSG00000100518	0
ENSMUSG00000100519	0
ENSMUSG00000100520	0
ENSMUSG00000100521	0
ENSMUSG00000100522	2
ENSMUSG00000100523	0
ENSMUSG00000100524	0
ENSMUSG00000100525	0
ENSMUSG00000100526	0
ENSMUSG00000100527	0
ENSMUSG00000100528	0
ENSMUSG00000100529	7
ENSMUSG00000100530	0
ENSMUSG00000100531	0
ENSMUSG00000100532	0
ENSMUSG00000100533	0
ENSMUSG00000100534	0
ENSMUSG00000100535	0
ENSMUSG00000100536	1
ENSMUSG00000100537	0
ENSMUSG00000100538	0
ENSMUSG00000100539	0
ENSMUSG00000100540	0
ENSMUSG00000100541	0
ENSMUSG00000100542	0
ENSMUSG00000100543	0
ENSMUSG00000100544	0
ENSMUSG00000100546	0
ENSMUSG00000100547	0
ENSMUSG00000100548	14
ENSMUSG00000100549	0
ENSMUSG00000100550	5
ENSMUSG00000100551	5
ENSMUSG00000100552	0
ENSMUSG00000100553	0
ENSMUSG00000100554	14
ENSMUSG00000100555	0
ENSMUSG00000100556	0
ENSMUSG00000100557	0
ENSMUSG00000100558	3
ENSMUSG00000100559	0
ENSMUSG00000100560	0
ENSMUSG00000100561	0
ENSMUSG00000100562	0
ENSMUSG00000100563	0
ENSMUSG00000100564	0
ENSMUSG00000100565	0
ENSMUSG00000100566	0
ENSMUSG00000100567	0
ENSMUSG00000100568	0
ENSMUSG00000100569	0
ENSMUSG00000100570	0
ENSMUSG00000100571	0
ENSMUSG00000100572	0
ENSMUSG00000100573	0
ENSMUSG00000100574	0
ENSMUSG00000100575	0
ENSMUSG00000100576	0
ENSMUSG00000100577	0
ENSMUSG00000100578	0
ENSMUSG00000100579	0
ENSMUSG00000100580	0
ENSMUSG00000100581	0
ENSMUSG00000100582	0
ENSMUSG00000100583	0
ENSMUSG00000100584	0
ENSMUSG00000100585	0
ENSMUSG00000100586	5
ENSMUSG00000100587	0
ENSMUSG00000100588	0
ENSMUSG00000100589	0
ENSMUSG00000100590	4
ENSMUSG00000100591	0
ENSMUSG00000100592	0
ENSMUSG00000100593	0
ENSMUSG00000100594	36
ENSMUSG00000100595	0
ENSMUSG00000100596	0
ENSMUSG00000100597	0
ENSMUSG00000100598	0
ENSMUSG00000100599	4
ENSMUSG00000100600	0
ENSMUSG00000100602	0
ENSMUSG00000100603	0
ENSMUSG00000100604	0
ENSMUSG00000100605	10
ENSMUSG00000100606	0
ENSMUSG00000100607	0
ENSMUSG00000100608	0
ENSMUSG00000100609	0
ENSMUSG00000100610	0
ENSMUSG00000100611	0
ENSMUSG00000100613	0
ENSMUSG00000100614	0
ENSMUSG00000100615	0
ENSMUSG00000100616	0
ENSMUSG00000100617	0
ENSMUSG00000100618	0
ENSMUSG00000100619	0
ENSMUSG00000100620	0
ENSMUSG00000100621	0
ENSMUSG00000100622	0
ENSMUSG00000100623	0
ENSMUSG00000100624	0
ENSMUSG00000100625	3
ENSMUSG00000100626	0
ENSMUSG00000100627	3
ENSMUSG00000100628	0
ENSMUSG00000100629	69
ENSMUSG00000100630	0
ENSMUSG00000100632	4
ENSMUSG00000100634	0
ENSMUSG00000100635	1
ENSMUSG00000100636	0
ENSMUSG00000100637	0
ENSMUSG00000100639	0
ENSMUSG00000100640	0
ENSMUSG00000100641	0
ENSMUSG00000100642	1
ENSMUSG00000100643	0
ENSMUSG00000100644	0
ENSMUSG00000100645	0
ENSMUSG00000100646	0
ENSMUSG00000100647	0
ENSMUSG00000100648	0
ENSMUSG00000100649	0
ENSMUSG00000100650	0
ENSMUSG00000100651	0
ENSMUSG00000100652	9
ENSMUSG00000100653	0
ENSMUSG00000100654	0
ENSMUSG00000100655	0
ENSMUSG00000100656	0
ENSMUSG00000100657	0
ENSMUSG00000100658	13
ENSMUSG00000100659	0
ENSMUSG00000100660	0
ENSMUSG00000100661	0
ENSMUSG00000100662	0
ENSMUSG00000100663	0
ENSMUSG00000100664	1
ENSMUSG00000100665	0
ENSMUSG00000100666	0
ENSMUSG00000100667	0
ENSMUSG00000100668	0
ENSMUSG00000100669	0
ENSMUSG00000100670	0
ENSMUSG00000100671	0
ENSMUSG00000100672	0
ENSMUSG00000100673	0
ENSMUSG00000100674	0
ENSMUSG00000100675	0
ENSMUSG00000100676	0
ENSMUSG00000100677	0
ENSMUSG00000100678	0
ENSMUSG00000100679	0
ENSMUSG00000100680	61
ENSMUSG00000100681	0
ENSMUSG00000100682	0
ENSMUSG00000100683	0
ENSMUSG00000100684	0
ENSMUSG00000100685	0
ENSMUSG00000100687	0
ENSMUSG00000100689	0
ENSMUSG00000100690	0
ENSMUSG00000100691	461
ENSMUSG00000100692	0
ENSMUSG00000100693	0
ENSMUSG00000100694	0
ENSMUSG00000100695	0
ENSMUSG00000100696	0
ENSMUSG00000100697	0
ENSMUSG00000100698	0
ENSMUSG00000100699	0
ENSMUSG00000100700	0
ENSMUSG00000100701	80
ENSMUSG00000100702	0
ENSMUSG00000100703	0
ENSMUSG00000100704	0
ENSMUSG00000100705	0
ENSMUSG00000100706	0
ENSMUSG00000100707	35
ENSMUSG00000100708	0
ENSMUSG00000100709	0
ENSMUSG00000100710	0
ENSMUSG00000100711	0
ENSMUSG00000100712	0
ENSMUSG00000100713	0
ENSMUSG00000100714	0
ENSMUSG00000100715	0
ENSMUSG00000100716	0
ENSMUSG00000100717	0
ENSMUSG00000100718	0
ENSMUSG00000100719	0
ENSMUSG00000100720	0
ENSMUSG00000100721	0
ENSMUSG00000100722	0
ENSMUSG00000100723	0
ENSMUSG00000100724	0
ENSMUSG00000100726	0
ENSMUSG00000100727	0
ENSMUSG00000100728	0
ENSMUSG00000100730	0
ENSMUSG00000100731	0
ENSMUSG00000100732	0
ENSMUSG00000100733	3
ENSMUSG00000100734	0
ENSMUSG00000100736	0
ENSMUSG00000100737	0
ENSMUSG00000100738	1
ENSMUSG00000100739	0
ENSMUSG00000100740	0
ENSMUSG00000100741	0
ENSMUSG00000100742	0
ENSMUSG00000100743	0
ENSMUSG00000100744	9
ENSMUSG00000100745	0
ENSMUSG00000100746	0
ENSMUSG00000100747	3
ENSMUSG00000100749	0
ENSMUSG00000100750	0
ENSMUSG00000100751	0
ENSMUSG00000100752	0
ENSMUSG00000100753	0
ENSMUSG00000100754	0
ENSMUSG00000100755	0
ENSMUSG00000100756	0
ENSMUSG00000100757	0
ENSMUSG00000100758	0
ENSMUSG00000100759	0
ENSMUSG00000100760	3
ENSMUSG00000100761	0
ENSMUSG00000100762	0
ENSMUSG00000100763	0
ENSMUSG00000100764	6
ENSMUSG00000100765	0
ENSMUSG00000100767	0
ENSMUSG00000100768	0
ENSMUSG00000100769	0
ENSMUSG00000100770	0
ENSMUSG00000100771	0
ENSMUSG00000100772	0
ENSMUSG00000100773	0
ENSMUSG00000100774	1
ENSMUSG00000100775	3
ENSMUSG00000100776	0
ENSMUSG00000100777	1
ENSMUSG00000100778	0
ENSMUSG00000100779	3
ENSMUSG00000100780	0
ENSMUSG00000100781	0
ENSMUSG00000100782	3
ENSMUSG00000100783	7
ENSMUSG00000100784	0
ENSMUSG00000100785	0
ENSMUSG00000100786	1
ENSMUSG00000100787	0
ENSMUSG00000100788	0
ENSMUSG00000100789	8
ENSMUSG00000100790	0
ENSMUSG00000100791	0
ENSMUSG00000100792	0
ENSMUSG00000100794	0
ENSMUSG00000100795	0
ENSMUSG00000100796	0
ENSMUSG00000100797	0
ENSMUSG00000100798	7
ENSMUSG00000100799	0
ENSMUSG00000100800	0
ENSMUSG00000100801	6
ENSMUSG00000100802	0
ENSMUSG00000100803	0
ENSMUSG00000100804	0
ENSMUSG00000100805	0
ENSMUSG00000100806	0
ENSMUSG00000100807	3
ENSMUSG00000100808	0
ENSMUSG00000100809	0
ENSMUSG00000100810	0
ENSMUSG00000100811	0
ENSMUSG00000100812	0
ENSMUSG00000100813	13
ENSMUSG00000100814	0
ENSMUSG00000100815	0
ENSMUSG00000100816	0
ENSMUSG00000100817	0
ENSMUSG00000100818	0
ENSMUSG00000100819	0
ENSMUSG00000100820	0
ENSMUSG00000100821	0
ENSMUSG00000100822	0
ENSMUSG00000100823	0
ENSMUSG00000100825	1
ENSMUSG00000100826	63
ENSMUSG00000100827	0
ENSMUSG00000100830	0
ENSMUSG00000100831	19
ENSMUSG00000100832	0
ENSMUSG00000100833	2
ENSMUSG00000100834	0
ENSMUSG00000100835	0
ENSMUSG00000100836	0
ENSMUSG00000100837	0
ENSMUSG00000100838	0
ENSMUSG00000100839	0
ENSMUSG00000100841	0
ENSMUSG00000100842	1
ENSMUSG00000100843	0
ENSMUSG00000100844	0
ENSMUSG00000100845	0
ENSMUSG00000100846	0
ENSMUSG00000100847	0
ENSMUSG00000100848	0
ENSMUSG00000100849	0
ENSMUSG00000100850	1
ENSMUSG00000100851	0
ENSMUSG00000100852	0
ENSMUSG00000100853	0
ENSMUSG00000100854	0
ENSMUSG00000100856	0
ENSMUSG00000100857	0
ENSMUSG00000100858	0
ENSMUSG00000100859	0
ENSMUSG00000100860	1
ENSMUSG00000100861	0
ENSMUSG00000100862	29
ENSMUSG00000100863	233
ENSMUSG00000100864	0
ENSMUSG00000100865	407
ENSMUSG00000100866	0
ENSMUSG00000100867	0
ENSMUSG00000100868	0
ENSMUSG00000100869	0
ENSMUSG00000100870	0
ENSMUSG00000100871	0
ENSMUSG00000100872	0
ENSMUSG00000100873	0
ENSMUSG00000100874	0
ENSMUSG00000100875	0
ENSMUSG00000100876	47
ENSMUSG00000100877	0
ENSMUSG00000100878	0
ENSMUSG00000100879	0
ENSMUSG00000100880	2
ENSMUSG00000100881	0
ENSMUSG00000100882	0
ENSMUSG00000100883	0
ENSMUSG00000100884	0
ENSMUSG00000100885	0
ENSMUSG00000100886	0
ENSMUSG00000100887	0
ENSMUSG00000100888	0
ENSMUSG00000100889	0
ENSMUSG00000100890	0
ENSMUSG00000100891	0
ENSMUSG00000100892	0
ENSMUSG00000100893	0
ENSMUSG00000100894	0
ENSMUSG00000100895	0
ENSMUSG00000100896	0
ENSMUSG00000100897	0
ENSMUSG00000100898	0
ENSMUSG00000100899	0
ENSMUSG00000100900	0
ENSMUSG00000100901	1
ENSMUSG00000100902	0
ENSMUSG00000100903	0
ENSMUSG00000100904	0
ENSMUSG00000100905	0
ENSMUSG00000100906	0
ENSMUSG00000100907	0
ENSMUSG00000100908	2
ENSMUSG00000100910	1
ENSMUSG00000100911	0
ENSMUSG00000100912	0
ENSMUSG00000100913	120
ENSMUSG00000100914	0
ENSMUSG00000100915	0
ENSMUSG00000100916	206
ENSMUSG00000100917	0
ENSMUSG00000100918	9
ENSMUSG00000100919	0
ENSMUSG00000100920	1
ENSMUSG00000100922	4
ENSMUSG00000100923	0
ENSMUSG00000100925	0
ENSMUSG00000100926	0
ENSMUSG00000100927	9
ENSMUSG00000100928	0
ENSMUSG00000100929	1
ENSMUSG00000100930	0
ENSMUSG00000100931	4
ENSMUSG00000100932	5
ENSMUSG00000100933	0
ENSMUSG00000100935	0
ENSMUSG00000100936	0
ENSMUSG00000100937	14
ENSMUSG00000100938	0
ENSMUSG00000100939	0
ENSMUSG00000100940	0
ENSMUSG00000100941	0
ENSMUSG00000100942	0
ENSMUSG00000100943	0
ENSMUSG00000100944	0
ENSMUSG00000100945	0
ENSMUSG00000100946	0
ENSMUSG00000100947	0
ENSMUSG00000100948	0
ENSMUSG00000100949	0
ENSMUSG00000100950	0
ENSMUSG00000100951	0
ENSMUSG00000100952	0
ENSMUSG00000100953	0
ENSMUSG00000100954	0
ENSMUSG00000100955	0
ENSMUSG00000100956	0
ENSMUSG00000100957	0
ENSMUSG00000100958	0
ENSMUSG00000100959	0
ENSMUSG00000100960	0
ENSMUSG00000100961	0
ENSMUSG00000100962	0
ENSMUSG00000100963	0
ENSMUSG00000100964	0
ENSMUSG00000100965	0
ENSMUSG00000100966	0
ENSMUSG00000100967	12
ENSMUSG00000100968	0
ENSMUSG00000100969	0
ENSMUSG00000100970	0
ENSMUSG00000100971	0
ENSMUSG00000100972	0
ENSMUSG00000100973	0
ENSMUSG00000100974	0
ENSMUSG00000100975	211
ENSMUSG00000100976	0
ENSMUSG00000100977	0
ENSMUSG00000100978	0
ENSMUSG00000100979	0
ENSMUSG00000100980	4
ENSMUSG00000100981	0
ENSMUSG00000100982	0
ENSMUSG00000100983	0
ENSMUSG00000100984	0
ENSMUSG00000100985	3
ENSMUSG00000100986	0
ENSMUSG00000100987	1
ENSMUSG00000100988	0
ENSMUSG00000100989	0
ENSMUSG00000100990	0
ENSMUSG00000100991	0
ENSMUSG00000100992	0
ENSMUSG00000100993	0
ENSMUSG00000100994	0
ENSMUSG00000100995	0
ENSMUSG00000100996	0
ENSMUSG00000100998	0
ENSMUSG00000100999	0
ENSMUSG00000101000	1
ENSMUSG00000101001	0
ENSMUSG00000101002	0
ENSMUSG00000101003	0
ENSMUSG00000101004	0
ENSMUSG00000101005	0
ENSMUSG00000101006	0
ENSMUSG00000101007	1
ENSMUSG00000101008	0
ENSMUSG00000101009	7
ENSMUSG00000101010	0
ENSMUSG00000101011	0
ENSMUSG00000101012	0
ENSMUSG00000101013	5
ENSMUSG00000101014	0
ENSMUSG00000101015	0
ENSMUSG00000101016	0
ENSMUSG00000101017	0
ENSMUSG00000101018	0
ENSMUSG00000101019	0
ENSMUSG00000101020	0
ENSMUSG00000101021	0
ENSMUSG00000101022	0
ENSMUSG00000101023	0
ENSMUSG00000101024	0
ENSMUSG00000101025	0
ENSMUSG00000101026	15
ENSMUSG00000101027	0
ENSMUSG00000101028	2
ENSMUSG00000101029	0
ENSMUSG00000101030	0
ENSMUSG00000101031	0
ENSMUSG00000101032	0
ENSMUSG00000101033	0
ENSMUSG00000101035	0
ENSMUSG00000101036	0
ENSMUSG00000101037	8
ENSMUSG00000101038	0
ENSMUSG00000101039	0
ENSMUSG00000101040	0
ENSMUSG00000101041	0
ENSMUSG00000101042	0
ENSMUSG00000101043	0
ENSMUSG00000101044	0
ENSMUSG00000101045	0
ENSMUSG00000101046	0
ENSMUSG00000101049	2
ENSMUSG00000101050	0
ENSMUSG00000101051	0
ENSMUSG00000101052	0
ENSMUSG00000101053	0
ENSMUSG00000101054	0
ENSMUSG00000101055	0
ENSMUSG00000101056	0
ENSMUSG00000101057	0
ENSMUSG00000101058	0
ENSMUSG00000101059	1
ENSMUSG00000101060	0
ENSMUSG00000101061	0
ENSMUSG00000101062	0
ENSMUSG00000101063	0
ENSMUSG00000101064	0
ENSMUSG00000101065	0
ENSMUSG00000101066	0
ENSMUSG00000101067	0
ENSMUSG00000101068	0
ENSMUSG00000101069	0
ENSMUSG00000101070	0
ENSMUSG00000101071	0
ENSMUSG00000101072	0
ENSMUSG00000101073	0
ENSMUSG00000101074	0
ENSMUSG00000101075	0
ENSMUSG00000101076	0
ENSMUSG00000101077	0
ENSMUSG00000101078	0
ENSMUSG00000101079	0
ENSMUSG00000101080	0
ENSMUSG00000101081	0
ENSMUSG00000101082	0
ENSMUSG00000101083	0
ENSMUSG00000101084	0
ENSMUSG00000101085	1
ENSMUSG00000101086	0
ENSMUSG00000101087	0
ENSMUSG00000101088	0
ENSMUSG00000101089	6
ENSMUSG00000101090	0
ENSMUSG00000101091	0
ENSMUSG00000101092	0
ENSMUSG00000101093	0
ENSMUSG00000101094	0
ENSMUSG00000101095	0
ENSMUSG00000101096	0
ENSMUSG00000101097	15
ENSMUSG00000101098	0
ENSMUSG00000101099	0
ENSMUSG00000101100	0
ENSMUSG00000101101	0
ENSMUSG00000101102	6
ENSMUSG00000101103	0
ENSMUSG00000101104	0
ENSMUSG00000101105	0
ENSMUSG00000101106	0
ENSMUSG00000101107	0
ENSMUSG00000101108	0
ENSMUSG00000101109	0
ENSMUSG00000101110	0
ENSMUSG00000101111	36
ENSMUSG00000101112	0
ENSMUSG00000101113	0
ENSMUSG00000101114	0
ENSMUSG00000101115	0
ENSMUSG00000101116	0
ENSMUSG00000101117	0
ENSMUSG00000101118	0
ENSMUSG00000101119	0
ENSMUSG00000101120	0
ENSMUSG00000101122	6
ENSMUSG00000101123	0
ENSMUSG00000101124	0
ENSMUSG00000101125	0
ENSMUSG00000101126	0
ENSMUSG00000101127	0
ENSMUSG00000101128	0
ENSMUSG00000101129	0
ENSMUSG00000101130	7
ENSMUSG00000101131	0
ENSMUSG00000101132	1
ENSMUSG00000101133	3
ENSMUSG00000101134	0
ENSMUSG00000101135	1
ENSMUSG00000101136	0
ENSMUSG00000101137	0
ENSMUSG00000101138	0
ENSMUSG00000101139	0
ENSMUSG00000101140	0
ENSMUSG00000101141	0
ENSMUSG00000101142	0
ENSMUSG00000101143	0
ENSMUSG00000101144	0
ENSMUSG00000101145	0
ENSMUSG00000101146	0
ENSMUSG00000101147	0
ENSMUSG00000101148	0
ENSMUSG00000101149	0
ENSMUSG00000101150	0
ENSMUSG00000101151	0
ENSMUSG00000101152	0
ENSMUSG00000101153	0
ENSMUSG00000101154	0
ENSMUSG00000101155	0
ENSMUSG00000101156	1
ENSMUSG00000101157	0
ENSMUSG00000101158	0
ENSMUSG00000101159	0
ENSMUSG00000101160	0
ENSMUSG00000101161	0
ENSMUSG00000101162	0
ENSMUSG00000101163	0
ENSMUSG00000101164	0
ENSMUSG00000101166	2
ENSMUSG00000101167	30
ENSMUSG00000101168	1
ENSMUSG00000101170	0
ENSMUSG00000101171	4
ENSMUSG00000101172	4
ENSMUSG00000101173	0
ENSMUSG00000101174	8
ENSMUSG00000101177	0
ENSMUSG00000101178	0
ENSMUSG00000101179	12
ENSMUSG00000101180	0
ENSMUSG00000101181	0
ENSMUSG00000101182	0
ENSMUSG00000101183	0
ENSMUSG00000101184	0
ENSMUSG00000101185	0
ENSMUSG00000101186	0
ENSMUSG00000101188	600
ENSMUSG00000101189	0
