Old_Lung_dox-treated_5259
ENSMUSG00000101613	0
ENSMUSG00000101614	0
ENSMUSG00000101615	18
ENSMUSG00000101616	0
ENSMUSG00000101617	0
ENSMUSG00000101618	0
ENSMUSG00000101619	0
ENSMUSG00000101621	0
ENSMUSG00000101622	0
ENSMUSG00000101623	0
ENSMUSG00000101624	0
ENSMUSG00000101625	1
ENSMUSG00000101626	0
ENSMUSG00000101627	0
ENSMUSG00000101628	18
ENSMUSG00000101629	0
ENSMUSG00000101630	0
ENSMUSG00000101631	0
ENSMUSG00000101632	0
ENSMUSG00000101633	0
ENSMUSG00000101634	0
ENSMUSG00000101636	0
ENSMUSG00000101637	0
ENSMUSG00000101638	0
ENSMUSG00000101639	3
ENSMUSG00000101640	0
ENSMUSG00000101641	0
ENSMUSG00000101642	0
ENSMUSG00000101643	0
ENSMUSG00000101644	0
ENSMUSG00000101645	0
ENSMUSG00000101646	0
ENSMUSG00000101647	0
ENSMUSG00000101648	0
ENSMUSG00000101649	0
ENSMUSG00000101650	0
ENSMUSG00000101651	0
ENSMUSG00000101652	0
ENSMUSG00000101653	0
ENSMUSG00000101654	0
ENSMUSG00000101655	85
ENSMUSG00000101656	0
ENSMUSG00000101657	0
ENSMUSG00000101658	0
ENSMUSG00000101659	1
ENSMUSG00000101660	0
ENSMUSG00000101661	0
ENSMUSG00000101662	1
ENSMUSG00000101664	0
ENSMUSG00000101665	0
ENSMUSG00000101666	0
ENSMUSG00000101667	0
ENSMUSG00000101668	0
ENSMUSG00000101669	0
ENSMUSG00000101670	0
ENSMUSG00000101671	0
ENSMUSG00000101672	0
ENSMUSG00000101673	0
ENSMUSG00000101674	5
ENSMUSG00000101675	0
ENSMUSG00000101676	0
ENSMUSG00000101678	8
ENSMUSG00000101679	0
ENSMUSG00000101680	0
ENSMUSG00000101681	0
ENSMUSG00000101682	1
ENSMUSG00000101683	0
ENSMUSG00000101684	0
ENSMUSG00000101685	29
ENSMUSG00000101686	0
ENSMUSG00000101687	8
ENSMUSG00000101688	0
ENSMUSG00000101689	0
ENSMUSG00000101690	0
ENSMUSG00000101691	0
ENSMUSG00000101692	0
ENSMUSG00000101693	127
ENSMUSG00000101694	0
ENSMUSG00000101695	6
ENSMUSG00000101698	0
ENSMUSG00000101699	0
ENSMUSG00000101700	0
ENSMUSG00000101701	0
ENSMUSG00000101702	0
ENSMUSG00000101703	0
ENSMUSG00000101704	0
ENSMUSG00000101705	1
ENSMUSG00000101706	0
ENSMUSG00000101707	0
ENSMUSG00000101708	0
ENSMUSG00000101709	0
ENSMUSG00000101710	0
ENSMUSG00000101711	0
ENSMUSG00000101712	0
ENSMUSG00000101713	0
ENSMUSG00000101714	0
ENSMUSG00000101715	0
ENSMUSG00000101716	3
ENSMUSG00000101717	0
ENSMUSG00000101718	0
ENSMUSG00000101719	0
ENSMUSG00000101720	0
ENSMUSG00000101721	0
ENSMUSG00000101722	0
ENSMUSG00000101723	0
ENSMUSG00000101724	0
ENSMUSG00000101725	0
ENSMUSG00000101726	0
ENSMUSG00000101727	0
ENSMUSG00000101728	0
ENSMUSG00000101729	1
ENSMUSG00000101730	0
ENSMUSG00000101731	1
ENSMUSG00000101732	0
ENSMUSG00000101733	0
ENSMUSG00000101734	0
ENSMUSG00000101735	1
ENSMUSG00000101736	0
ENSMUSG00000101737	0
ENSMUSG00000101739	1
ENSMUSG00000101740	0
ENSMUSG00000101741	1
ENSMUSG00000101742	0
ENSMUSG00000101743	0
ENSMUSG00000101744	0
ENSMUSG00000101745	0
ENSMUSG00000101746	0
ENSMUSG00000101747	0
ENSMUSG00000101748	0
ENSMUSG00000101750	0
ENSMUSG00000101751	0
ENSMUSG00000101752	0
ENSMUSG00000101753	0
ENSMUSG00000101754	0
ENSMUSG00000101755	0
ENSMUSG00000101756	0
ENSMUSG00000101757	0
ENSMUSG00000101758	0
ENSMUSG00000101759	0
ENSMUSG00000101760	0
ENSMUSG00000101761	0
ENSMUSG00000101762	0
ENSMUSG00000101763	0
ENSMUSG00000101764	0
ENSMUSG00000101765	0
ENSMUSG00000101766	0
ENSMUSG00000101768	0
ENSMUSG00000101769	0
ENSMUSG00000101770	0
ENSMUSG00000101771	0
ENSMUSG00000101772	0
ENSMUSG00000101773	0
ENSMUSG00000101774	0
ENSMUSG00000101775	0
ENSMUSG00000101776	0
ENSMUSG00000101777	0
ENSMUSG00000101778	1
ENSMUSG00000101779	0
ENSMUSG00000101780	0
ENSMUSG00000101781	0
ENSMUSG00000101782	0
ENSMUSG00000101783	0
ENSMUSG00000101784	24
ENSMUSG00000101785	0
ENSMUSG00000101786	0
ENSMUSG00000101787	0
ENSMUSG00000101788	0
ENSMUSG00000101789	0
ENSMUSG00000101790	0
ENSMUSG00000101791	0
ENSMUSG00000101792	0
ENSMUSG00000101793	0
ENSMUSG00000101794	0
ENSMUSG00000101795	1148
ENSMUSG00000101796	0
ENSMUSG00000101797	10
ENSMUSG00000101798	0
ENSMUSG00000101799	1
ENSMUSG00000101800	33
ENSMUSG00000101801	1
ENSMUSG00000101802	0
ENSMUSG00000101803	1
ENSMUSG00000101804	0
ENSMUSG00000101805	0
ENSMUSG00000101806	0
ENSMUSG00000101807	0
ENSMUSG00000101808	0
ENSMUSG00000101809	0
ENSMUSG00000101810	0
ENSMUSG00000101811	0
ENSMUSG00000101812	0
ENSMUSG00000101813	0
ENSMUSG00000101814	34
ENSMUSG00000101815	0
ENSMUSG00000101816	0
ENSMUSG00000101817	0
ENSMUSG00000101818	0
ENSMUSG00000101819	0
ENSMUSG00000101820	0
ENSMUSG00000101821	0
ENSMUSG00000101822	0
ENSMUSG00000101823	1
ENSMUSG00000101824	0
ENSMUSG00000101825	0
ENSMUSG00000101826	0
ENSMUSG00000101827	0
ENSMUSG00000101828	8
ENSMUSG00000101829	0
ENSMUSG00000101830	0
ENSMUSG00000101831	0
ENSMUSG00000101832	1
ENSMUSG00000101833	0
ENSMUSG00000101834	33
ENSMUSG00000101835	0
ENSMUSG00000101836	0
ENSMUSG00000101837	0
ENSMUSG00000101838	0
ENSMUSG00000101839	0
ENSMUSG00000101840	3
ENSMUSG00000101841	35
ENSMUSG00000101842	0
ENSMUSG00000101843	0
ENSMUSG00000101844	0
ENSMUSG00000101845	0
ENSMUSG00000101846	0
ENSMUSG00000101847	0
ENSMUSG00000101848	9
ENSMUSG00000101849	0
ENSMUSG00000101850	0
ENSMUSG00000101851	0
ENSMUSG00000101852	0
ENSMUSG00000101853	0
ENSMUSG00000101854	0
ENSMUSG00000101855	0
ENSMUSG00000101856	107
ENSMUSG00000101857	0
ENSMUSG00000101858	0
ENSMUSG00000101859	4
ENSMUSG00000101860	0
ENSMUSG00000101861	0
ENSMUSG00000101862	5
ENSMUSG00000101863	0
ENSMUSG00000101864	0
ENSMUSG00000101865	1
ENSMUSG00000101866	0
ENSMUSG00000101867	0
ENSMUSG00000101868	0
ENSMUSG00000101869	0
ENSMUSG00000101870	0
ENSMUSG00000101871	0
ENSMUSG00000101872	296
ENSMUSG00000101873	0
ENSMUSG00000101874	0
ENSMUSG00000101875	0
ENSMUSG00000101877	0
ENSMUSG00000101878	808
ENSMUSG00000101879	0
ENSMUSG00000101880	0
ENSMUSG00000101881	0
ENSMUSG00000101882	0
ENSMUSG00000101883	0
ENSMUSG00000101884	0
ENSMUSG00000101885	0
ENSMUSG00000101886	0
ENSMUSG00000101887	0
ENSMUSG00000101888	0
ENSMUSG00000101890	0
ENSMUSG00000101891	0
ENSMUSG00000101892	256
ENSMUSG00000101893	0
ENSMUSG00000101894	0
ENSMUSG00000101895	0
ENSMUSG00000101896	0
ENSMUSG00000101897	0
ENSMUSG00000101898	0
ENSMUSG00000101899	0
ENSMUSG00000101900	0
ENSMUSG00000101901	0
ENSMUSG00000101902	0
ENSMUSG00000101903	0
ENSMUSG00000101904	5
ENSMUSG00000101905	0
ENSMUSG00000101906	0
ENSMUSG00000101907	0
ENSMUSG00000101908	0
ENSMUSG00000101909	0
ENSMUSG00000101910	0
ENSMUSG00000101911	0
ENSMUSG00000101912	0
ENSMUSG00000101913	0
ENSMUSG00000101914	0
ENSMUSG00000101915	0
ENSMUSG00000101916	0
ENSMUSG00000101917	0
ENSMUSG00000101918	0
ENSMUSG00000101919	0
ENSMUSG00000101920	0
ENSMUSG00000101921	0
ENSMUSG00000101922	0
ENSMUSG00000101923	0
ENSMUSG00000101925	0
ENSMUSG00000101927	0
ENSMUSG00000101928	0
ENSMUSG00000101929	0
ENSMUSG00000101930	0
ENSMUSG00000101931	0
ENSMUSG00000101932	0
ENSMUSG00000101933	0
ENSMUSG00000101934	0
ENSMUSG00000101935	0
ENSMUSG00000101936	0
ENSMUSG00000101937	0
ENSMUSG00000101938	0
ENSMUSG00000101939	5
ENSMUSG00000101940	0
ENSMUSG00000101941	0
ENSMUSG00000101942	1
ENSMUSG00000101943	0
ENSMUSG00000101944	0
ENSMUSG00000101945	1
ENSMUSG00000101947	0
ENSMUSG00000101948	0
ENSMUSG00000101949	0
ENSMUSG00000101950	0
ENSMUSG00000101951	0
ENSMUSG00000101952	0
ENSMUSG00000101953	0
ENSMUSG00000101954	0
ENSMUSG00000101955	1
ENSMUSG00000101956	0
ENSMUSG00000101957	0
ENSMUSG00000101958	3
ENSMUSG00000101959	0
ENSMUSG00000101960	0
ENSMUSG00000101961	0
ENSMUSG00000101962	0
ENSMUSG00000101963	2
ENSMUSG00000101964	3
ENSMUSG00000101965	0
ENSMUSG00000101966	0
ENSMUSG00000101967	0
ENSMUSG00000101968	0
ENSMUSG00000101969	0
ENSMUSG00000101970	438
ENSMUSG00000101971	0
ENSMUSG00000101972	0
ENSMUSG00000101973	0
ENSMUSG00000101974	0
ENSMUSG00000101975	0
ENSMUSG00000101977	0
ENSMUSG00000101978	0
ENSMUSG00000101980	0
ENSMUSG00000101981	0
ENSMUSG00000101982	0
ENSMUSG00000101983	0
ENSMUSG00000101984	0
ENSMUSG00000101985	0
ENSMUSG00000101986	7
ENSMUSG00000101987	0
ENSMUSG00000101988	0
ENSMUSG00000101989	0
ENSMUSG00000101990	0
ENSMUSG00000101991	0
ENSMUSG00000101992	0
ENSMUSG00000101993	0
ENSMUSG00000101994	1
ENSMUSG00000101995	0
ENSMUSG00000101996	1
ENSMUSG00000101997	0
ENSMUSG00000101998	0
ENSMUSG00000102000	0
ENSMUSG00000102001	0
ENSMUSG00000102002	0
ENSMUSG00000102003	0
ENSMUSG00000102004	0
ENSMUSG00000102005	0
ENSMUSG00000102006	3
ENSMUSG00000102008	0
ENSMUSG00000102009	1
ENSMUSG00000102010	0
ENSMUSG00000102011	0
ENSMUSG00000102013	0
ENSMUSG00000102014	4
ENSMUSG00000102015	0
ENSMUSG00000102016	0
ENSMUSG00000102017	0
ENSMUSG00000102018	30
ENSMUSG00000102019	0
ENSMUSG00000102020	0
ENSMUSG00000102022	0
ENSMUSG00000102023	0
ENSMUSG00000102025	0
ENSMUSG00000102026	0
ENSMUSG00000102027	1
ENSMUSG00000102028	0
ENSMUSG00000102029	1
ENSMUSG00000102030	2
ENSMUSG00000102031	0
ENSMUSG00000102032	0
ENSMUSG00000102033	0
ENSMUSG00000102035	0
ENSMUSG00000102036	1
ENSMUSG00000102037	9
ENSMUSG00000102038	123
ENSMUSG00000102039	0
ENSMUSG00000102041	0
ENSMUSG00000102042	0
ENSMUSG00000102043	0
ENSMUSG00000102044	0
ENSMUSG00000102045	0
ENSMUSG00000102046	0
ENSMUSG00000102047	33
ENSMUSG00000102048	0
ENSMUSG00000102049	0
ENSMUSG00000102050	0
ENSMUSG00000102051	54
ENSMUSG00000102052	0
ENSMUSG00000102053	0
ENSMUSG00000102054	0
ENSMUSG00000102055	7
ENSMUSG00000102056	0
ENSMUSG00000102057	0
ENSMUSG00000102058	0
ENSMUSG00000102059	82
ENSMUSG00000102060	1
ENSMUSG00000102061	0
ENSMUSG00000102062	0
ENSMUSG00000102063	0
ENSMUSG00000102064	0
ENSMUSG00000102065	0
ENSMUSG00000102067	0
ENSMUSG00000102068	0
ENSMUSG00000102069	0
ENSMUSG00000102070	24
ENSMUSG00000102071	0
ENSMUSG00000102072	0
ENSMUSG00000102073	0
ENSMUSG00000102074	0
ENSMUSG00000102075	0
ENSMUSG00000102076	0
ENSMUSG00000102077	0
ENSMUSG00000102079	0
ENSMUSG00000102080	0
ENSMUSG00000102081	0
ENSMUSG00000102082	0
ENSMUSG00000102083	0
ENSMUSG00000102084	0
ENSMUSG00000102085	0
ENSMUSG00000102087	0
ENSMUSG00000102088	0
ENSMUSG00000102090	0
ENSMUSG00000102091	14
ENSMUSG00000102092	0
ENSMUSG00000102093	0
ENSMUSG00000102095	4
ENSMUSG00000102096	0
ENSMUSG00000102097	2
ENSMUSG00000102098	1
ENSMUSG00000102099	0
ENSMUSG00000102100	0
ENSMUSG00000102101	117
ENSMUSG00000102102	0
ENSMUSG00000102103	0
ENSMUSG00000102104	0
ENSMUSG00000102105	0
ENSMUSG00000102106	0
ENSMUSG00000102107	0
ENSMUSG00000102108	0
ENSMUSG00000102109	0
ENSMUSG00000102110	0
ENSMUSG00000102111	0
ENSMUSG00000102112	28
ENSMUSG00000102113	0
ENSMUSG00000102114	1
ENSMUSG00000102115	0
ENSMUSG00000102116	0
ENSMUSG00000102117	13
ENSMUSG00000102118	0
ENSMUSG00000102119	0
ENSMUSG00000102120	0
ENSMUSG00000102121	0
ENSMUSG00000102122	0
ENSMUSG00000102123	0
ENSMUSG00000102124	0
ENSMUSG00000102125	0
ENSMUSG00000102126	2
ENSMUSG00000102127	0
ENSMUSG00000102128	0
ENSMUSG00000102129	0
ENSMUSG00000102131	0
ENSMUSG00000102132	0
ENSMUSG00000102133	0
ENSMUSG00000102134	0
ENSMUSG00000102135	0
ENSMUSG00000102136	0
ENSMUSG00000102137	0
ENSMUSG00000102138	0
ENSMUSG00000102139	1
ENSMUSG00000102140	5
ENSMUSG00000102141	0
ENSMUSG00000102142	1
ENSMUSG00000102143	15
ENSMUSG00000102144	0
ENSMUSG00000102145	0
ENSMUSG00000102146	0
ENSMUSG00000102147	0
ENSMUSG00000102148	1
ENSMUSG00000102149	0
ENSMUSG00000102150	0
ENSMUSG00000102151	7
ENSMUSG00000102152	8
ENSMUSG00000102153	0
ENSMUSG00000102154	5
ENSMUSG00000102155	2
ENSMUSG00000102157	1
ENSMUSG00000102158	5
ENSMUSG00000102159	0
ENSMUSG00000102160	0
ENSMUSG00000102162	0
ENSMUSG00000102163	0
ENSMUSG00000102164	0
ENSMUSG00000102166	0
ENSMUSG00000102167	0
ENSMUSG00000102168	0
ENSMUSG00000102169	0
ENSMUSG00000102170	0
ENSMUSG00000102171	73
ENSMUSG00000102172	0
ENSMUSG00000102173	0
ENSMUSG00000102174	0
ENSMUSG00000102175	4
ENSMUSG00000102176	0
ENSMUSG00000102177	0
ENSMUSG00000102178	0
ENSMUSG00000102179	1
ENSMUSG00000102180	0
ENSMUSG00000102181	0
ENSMUSG00000102182	0
ENSMUSG00000102184	11
ENSMUSG00000102185	0
ENSMUSG00000102186	0
ENSMUSG00000102187	0
ENSMUSG00000102188	0
ENSMUSG00000102189	1
ENSMUSG00000102190	0
ENSMUSG00000102191	1
ENSMUSG00000102192	0
ENSMUSG00000102193	0
ENSMUSG00000102194	1
ENSMUSG00000102195	0
ENSMUSG00000102196	1
ENSMUSG00000102197	0
ENSMUSG00000102198	0
ENSMUSG00000102199	0
ENSMUSG00000102200	0
ENSMUSG00000102201	11
ENSMUSG00000102202	28
ENSMUSG00000102203	0
ENSMUSG00000102204	0
ENSMUSG00000102205	0
ENSMUSG00000102206	0
ENSMUSG00000102207	2
ENSMUSG00000102208	0
ENSMUSG00000102211	11
ENSMUSG00000102212	0
ENSMUSG00000102213	0
ENSMUSG00000102214	0
ENSMUSG00000102215	1
ENSMUSG00000102216	0
ENSMUSG00000102217	0
ENSMUSG00000102218	0
ENSMUSG00000102219	0
ENSMUSG00000102220	0
ENSMUSG00000102221	0
ENSMUSG00000102222	0
ENSMUSG00000102223	0
ENSMUSG00000102224	2
ENSMUSG00000102225	2
ENSMUSG00000102227	0
ENSMUSG00000102229	0
ENSMUSG00000102230	0
ENSMUSG00000102231	0
ENSMUSG00000102232	0
ENSMUSG00000102233	0
ENSMUSG00000102234	108
ENSMUSG00000102235	2
ENSMUSG00000102236	0
ENSMUSG00000102238	0
ENSMUSG00000102239	0
ENSMUSG00000102240	0
ENSMUSG00000102241	1
ENSMUSG00000102242	0
ENSMUSG00000102243	3
ENSMUSG00000102244	1
ENSMUSG00000102245	0
ENSMUSG00000102246	1
ENSMUSG00000102247	0
ENSMUSG00000102248	0
ENSMUSG00000102249	0
ENSMUSG00000102250	0
ENSMUSG00000102251	0
ENSMUSG00000102252	375
ENSMUSG00000102253	0
ENSMUSG00000102254	10
ENSMUSG00000102255	0
ENSMUSG00000102256	0
ENSMUSG00000102257	0
ENSMUSG00000102258	0
ENSMUSG00000102259	0
ENSMUSG00000102260	0
ENSMUSG00000102261	0
ENSMUSG00000102262	0
ENSMUSG00000102263	0
ENSMUSG00000102264	0
ENSMUSG00000102265	0
ENSMUSG00000102266	0
ENSMUSG00000102267	0
ENSMUSG00000102268	0
ENSMUSG00000102269	34
ENSMUSG00000102270	146
ENSMUSG00000102271	0
ENSMUSG00000102272	9
ENSMUSG00000102273	0
ENSMUSG00000102274	1
ENSMUSG00000102275	5
ENSMUSG00000102276	0
ENSMUSG00000102277	0
ENSMUSG00000102278	8
ENSMUSG00000102279	0
ENSMUSG00000102280	0
ENSMUSG00000102281	0
ENSMUSG00000102282	2
ENSMUSG00000102283	0
ENSMUSG00000102284	0
ENSMUSG00000102285	0
ENSMUSG00000102286	0
ENSMUSG00000102287	0
ENSMUSG00000102288	0
ENSMUSG00000102289	0
ENSMUSG00000102290	0
ENSMUSG00000102291	0
ENSMUSG00000102293	0
ENSMUSG00000102294	0
ENSMUSG00000102295	0
ENSMUSG00000102296	0
ENSMUSG00000102297	3
ENSMUSG00000102298	0
ENSMUSG00000102299	1
ENSMUSG00000102300	16
ENSMUSG00000102301	21
ENSMUSG00000102302	12
ENSMUSG00000102303	0
ENSMUSG00000102304	0
ENSMUSG00000102305	6
ENSMUSG00000102307	0
ENSMUSG00000102308	0
ENSMUSG00000102309	0
ENSMUSG00000102310	0
ENSMUSG00000102311	0
ENSMUSG00000102312	0
ENSMUSG00000102313	0
ENSMUSG00000102314	0
ENSMUSG00000102315	1
ENSMUSG00000102316	0
ENSMUSG00000102317	0
ENSMUSG00000102318	0
ENSMUSG00000102319	3
ENSMUSG00000102320	0
ENSMUSG00000102321	0
ENSMUSG00000102322	0
ENSMUSG00000102323	8
ENSMUSG00000102324	10
ENSMUSG00000102325	1
ENSMUSG00000102326	1
ENSMUSG00000102327	0
ENSMUSG00000102328	0
ENSMUSG00000102329	10
ENSMUSG00000102330	0
ENSMUSG00000102331	0
ENSMUSG00000102332	0
ENSMUSG00000102333	0
ENSMUSG00000102334	0
ENSMUSG00000102335	0
ENSMUSG00000102336	33
ENSMUSG00000102337	0
ENSMUSG00000102338	0
ENSMUSG00000102339	0
ENSMUSG00000102341	0
ENSMUSG00000102342	0
ENSMUSG00000102343	0
ENSMUSG00000102344	0
ENSMUSG00000102345	0
ENSMUSG00000102346	0
ENSMUSG00000102347	0
ENSMUSG00000102348	0
ENSMUSG00000102349	0
ENSMUSG00000102350	0
ENSMUSG00000102352	1
ENSMUSG00000102353	50
ENSMUSG00000102354	0
ENSMUSG00000102355	0
ENSMUSG00000102356	0
ENSMUSG00000102357	0
ENSMUSG00000102358	0
ENSMUSG00000102359	1
ENSMUSG00000102360	0
ENSMUSG00000102362	0
ENSMUSG00000102363	2
ENSMUSG00000102364	0
ENSMUSG00000102365	0
ENSMUSG00000102366	0
ENSMUSG00000102367	4
ENSMUSG00000102368	0
ENSMUSG00000102369	0
ENSMUSG00000102370	1
ENSMUSG00000102371	0
ENSMUSG00000102372	0
ENSMUSG00000102373	0
ENSMUSG00000102374	8
ENSMUSG00000102375	0
ENSMUSG00000102376	7
ENSMUSG00000102377	0
ENSMUSG00000102378	0
ENSMUSG00000102379	0
ENSMUSG00000102380	3
ENSMUSG00000102381	0
ENSMUSG00000102382	0
ENSMUSG00000102383	0
ENSMUSG00000102384	0
ENSMUSG00000102385	2
ENSMUSG00000102386	0
ENSMUSG00000102387	0
ENSMUSG00000102388	0
ENSMUSG00000102389	2
ENSMUSG00000102390	4
ENSMUSG00000102391	0
ENSMUSG00000102392	0
ENSMUSG00000102393	0
ENSMUSG00000102394	1
ENSMUSG00000102396	0
ENSMUSG00000102397	0
ENSMUSG00000102398	0
ENSMUSG00000102399	6
ENSMUSG00000102400	0
ENSMUSG00000102401	0
ENSMUSG00000102402	0
ENSMUSG00000102403	0
ENSMUSG00000102404	0
ENSMUSG00000102405	0
ENSMUSG00000102406	0
ENSMUSG00000102407	0
ENSMUSG00000102408	0
ENSMUSG00000102409	0
ENSMUSG00000102410	0
ENSMUSG00000102411	28
ENSMUSG00000102413	0
ENSMUSG00000102414	1
ENSMUSG00000102415	2
ENSMUSG00000102416	0
ENSMUSG00000102417	0
ENSMUSG00000102418	315
ENSMUSG00000102419	0
ENSMUSG00000102420	106
ENSMUSG00000102421	0
ENSMUSG00000102422	0
ENSMUSG00000102423	0
ENSMUSG00000102424	0
ENSMUSG00000102425	14
ENSMUSG00000102427	2
ENSMUSG00000102428	63
ENSMUSG00000102429	0
ENSMUSG00000102430	0
ENSMUSG00000102432	0
ENSMUSG00000102433	0
ENSMUSG00000102434	0
ENSMUSG00000102436	0
ENSMUSG00000102437	0
ENSMUSG00000102438	0
ENSMUSG00000102439	1
ENSMUSG00000102440	26
ENSMUSG00000102441	0
ENSMUSG00000102442	0
ENSMUSG00000102443	0
ENSMUSG00000102445	0
ENSMUSG00000102446	0
ENSMUSG00000102447	0
ENSMUSG00000102448	2
ENSMUSG00000102449	0
ENSMUSG00000102450	0
ENSMUSG00000102451	0
ENSMUSG00000102452	1
ENSMUSG00000102453	0
ENSMUSG00000102456	0
ENSMUSG00000102457	7
ENSMUSG00000102458	0
ENSMUSG00000102459	4
ENSMUSG00000102460	7
ENSMUSG00000102461	2
ENSMUSG00000102462	0
ENSMUSG00000102463	27
ENSMUSG00000102464	0
ENSMUSG00000102465	0
ENSMUSG00000102466	1
ENSMUSG00000102467	0
ENSMUSG00000102469	0
ENSMUSG00000102470	0
ENSMUSG00000102471	0
ENSMUSG00000102473	0
ENSMUSG00000102474	0
ENSMUSG00000102475	0
ENSMUSG00000102476	1
ENSMUSG00000102478	0
ENSMUSG00000102479	0
ENSMUSG00000102480	0
ENSMUSG00000102481	0
ENSMUSG00000102482	0
ENSMUSG00000102483	0
ENSMUSG00000102484	0
ENSMUSG00000102485	0
ENSMUSG00000102486	0
ENSMUSG00000102487	0
ENSMUSG00000102488	0
ENSMUSG00000102489	0
ENSMUSG00000102490	1
ENSMUSG00000102491	0
ENSMUSG00000102492	0
ENSMUSG00000102493	28
ENSMUSG00000102494	0
ENSMUSG00000102495	1
ENSMUSG00000102496	9
ENSMUSG00000102497	0
ENSMUSG00000102498	0
ENSMUSG00000102499	0
ENSMUSG00000102500	0
ENSMUSG00000102501	3
ENSMUSG00000102502	0
ENSMUSG00000102503	8
ENSMUSG00000102504	0
ENSMUSG00000102505	1
ENSMUSG00000102506	0
ENSMUSG00000102507	0
ENSMUSG00000102508	0
ENSMUSG00000102509	0
ENSMUSG00000102510	0
ENSMUSG00000102511	0
ENSMUSG00000102512	0
ENSMUSG00000102513	0
ENSMUSG00000102514	0
ENSMUSG00000102515	0
ENSMUSG00000102516	1
ENSMUSG00000102517	0
ENSMUSG00000102518	0
ENSMUSG00000102520	0
ENSMUSG00000102521	0
ENSMUSG00000102522	0
ENSMUSG00000102523	0
ENSMUSG00000102524	0
ENSMUSG00000102525	105
ENSMUSG00000102526	3
ENSMUSG00000102528	0
ENSMUSG00000102529	0
ENSMUSG00000102530	0
ENSMUSG00000102531	1
ENSMUSG00000102532	0
ENSMUSG00000102533	4
ENSMUSG00000102534	0
ENSMUSG00000102535	0
ENSMUSG00000102536	0
ENSMUSG00000102537	0
ENSMUSG00000102538	0
ENSMUSG00000102539	0
ENSMUSG00000102540	0
ENSMUSG00000102541	0
ENSMUSG00000102542	0
ENSMUSG00000102543	29
ENSMUSG00000102544	9
ENSMUSG00000102545	12
ENSMUSG00000102546	0
ENSMUSG00000102547	0
ENSMUSG00000102548	5
ENSMUSG00000102549	1
ENSMUSG00000102550	289
ENSMUSG00000102551	0
ENSMUSG00000102552	0
ENSMUSG00000102553	17
ENSMUSG00000102554	3
ENSMUSG00000102555	34
ENSMUSG00000102556	1
ENSMUSG00000102558	0
ENSMUSG00000102559	15
ENSMUSG00000102561	0
ENSMUSG00000102562	9
ENSMUSG00000102563	1
ENSMUSG00000102564	3
ENSMUSG00000102565	1
ENSMUSG00000102566	0
ENSMUSG00000102568	0
ENSMUSG00000102569	0
ENSMUSG00000102570	4
ENSMUSG00000102571	2
ENSMUSG00000102572	0
ENSMUSG00000102573	7
ENSMUSG00000102574	0
ENSMUSG00000102575	0
ENSMUSG00000102576	0
ENSMUSG00000102577	29
ENSMUSG00000102578	0
ENSMUSG00000102579	0
ENSMUSG00000102580	0
ENSMUSG00000102581	0
ENSMUSG00000102582	0
ENSMUSG00000102583	0
ENSMUSG00000102584	0
ENSMUSG00000102585	0
ENSMUSG00000102586	0
ENSMUSG00000102587	0
ENSMUSG00000102588	0
ENSMUSG00000102589	0
ENSMUSG00000102590	2
ENSMUSG00000102591	0
ENSMUSG00000102592	0
ENSMUSG00000102593	7
ENSMUSG00000102594	2
ENSMUSG00000102595	0
ENSMUSG00000102596	2
ENSMUSG00000102597	0
ENSMUSG00000102598	0
ENSMUSG00000102599	1
ENSMUSG00000102600	1
ENSMUSG00000102601	0
ENSMUSG00000102602	61
ENSMUSG00000102603	0
ENSMUSG00000102605	1
ENSMUSG00000102606	0
ENSMUSG00000102607	0
ENSMUSG00000102608	3
ENSMUSG00000102609	61
ENSMUSG00000102610	0
ENSMUSG00000102611	0
ENSMUSG00000102612	0
ENSMUSG00000102613	0
ENSMUSG00000102614	0
ENSMUSG00000102615	49
ENSMUSG00000102616	0
ENSMUSG00000102617	0
ENSMUSG00000102618	0
ENSMUSG00000102619	0
ENSMUSG00000102620	0
ENSMUSG00000102621	4
ENSMUSG00000102622	0
ENSMUSG00000102623	0
ENSMUSG00000102624	0
ENSMUSG00000102625	0
ENSMUSG00000102626	0
ENSMUSG00000102627	0
ENSMUSG00000102628	0
ENSMUSG00000102629	0
ENSMUSG00000102630	1
ENSMUSG00000102632	1
ENSMUSG00000102633	0
ENSMUSG00000102634	0
ENSMUSG00000102635	1
ENSMUSG00000102636	0
ENSMUSG00000102637	0
ENSMUSG00000102639	0
ENSMUSG00000102641	0
ENSMUSG00000102642	0
ENSMUSG00000102643	0
ENSMUSG00000102644	230
ENSMUSG00000102645	0
ENSMUSG00000102646	0
ENSMUSG00000102647	0
ENSMUSG00000102648	0
ENSMUSG00000102649	6
ENSMUSG00000102650	2
ENSMUSG00000102651	0
ENSMUSG00000102652	5
ENSMUSG00000102653	0
ENSMUSG00000102654	0
ENSMUSG00000102655	0
ENSMUSG00000102656	0
ENSMUSG00000102657	0
ENSMUSG00000102658	0
ENSMUSG00000102659	0
ENSMUSG00000102660	0
ENSMUSG00000102661	0
ENSMUSG00000102662	0
ENSMUSG00000102663	0
ENSMUSG00000102664	0
ENSMUSG00000102665	10
ENSMUSG00000102666	0
ENSMUSG00000102667	0
ENSMUSG00000102668	0
ENSMUSG00000102670	1
ENSMUSG00000102672	1
ENSMUSG00000102673	0
ENSMUSG00000102674	1
ENSMUSG00000102676	0
